Container_ID,Shipment_ID,Container_Type,Container_Number,Free_Days,Port_Dwell_Days,DD_Days,DD_Rate_Per_Day_USD,DD_Charge_USD,DD_Status,Picked_Up,Carrier,POD
CONT0001416,SHP000253,20RF,MSCU3721304,5,10,5,200,1000,Charged,Yes,Evergreen,Houston
CONT0001417,SHP000253,40GP,MSCU2988359,7,10,3,75,225,Charged,Yes,Evergreen,Houston
CONT0001418,SHP000253,40RF,MSCU1937461,14,8,0,0,0,No Charge,Yes,Evergreen,Houston
CONT0001419,SHP000253,40HC,MSCU8007575,10,7,0,0,0,No Charge,Yes,Evergreen,Houston
CONT0001420,SHP000254,20RF,MSCU4923651,14,8,0,0,0,No Charge,Yes,HMM,New York
CONT0001421,SHP000254,40RF,MSCU9592367,14,3,0,0,0,No Charge,Yes,HMM,New York
CONT0001422,SHP000255,20GP,MSCU6086796,14,6,0,0,0,No Charge,Yes,ZIM,Houston
CONT0001423,SHP000255,20GP,MSCU8398337,10,5,0,0,0,No Charge,Yes,ZIM,Houston
CONT0001424,SHP000255,40HC,MSCU4163587,14,7,0,0,0,No Charge,Yes,ZIM,Houston
CONT0001425,SHP000255,40HC,MSCU1143212,7,10,3,200,600,Charged,Yes,ZIM,Houston
CONT0001426,SHP000255,40GP,MSCU8610402,10,10,0,0,0,No Charge,Yes,ZIM,Houston
CONT0001427,SHP000255,20RF,MSCU3259717,7,3,0,0,0,No Charge,Yes,ZIM,Houston
CONT0001428,SHP000256,40HC,MSCU3463869,14,2,0,0,0,No Charge,Yes,COSCO,Vancouver
CONT0001429,SHP000256,40GP,MSCU6763353,10,4,0,0,0,No Charge,Yes,COSCO,Vancouver
CONT0001430,SHP000256,20GP,MSCU9635016,10,5,0,0,0,No Charge,Yes,COSCO,Vancouver
CONT0001431,SHP000256,40RF,MSCU2645611,5,9,4,200,800,Charged,Yes,COSCO,Vancouver
CONT0001432,SHP000256,40HC,MSCU2419946,14,3,0,0,0,No Charge,Yes,COSCO,Vancouver
CONT0001433,SHP000257,40GP,MSCU6684715,14,5,0,0,0,No Charge,Yes,ONE,Houston
CONT0001434,SHP000257,20RF,MSCU4131618,7,3,0,0,0,No Charge,Yes,ONE,Houston
CONT0001435,SHP000257,40RF,MSCU4956910,10,1,0,0,0,No Charge,Yes,ONE,Houston
CONT0001436,SHP000257,40GP,MSCU1582747,7,4,0,0,0,No Charge,Yes,ONE,Houston
CONT0001437,SHP000257,40HC,MSCU9875180,7,2,0,0,0,No Charge,Yes,ONE,Houston
CONT0001438,SHP000258,40HC,MSCU5480794,14,7,0,0,0,No Charge,Yes,HMM,Los Angeles
CONT0001439,SHP000258,40RF,MSCU5505739,10,8,0,0,0,No Charge,Yes,HMM,Los Angeles
CONT0001440,SHP000258,20RF,MSCU5500507,14,6,0,0,0,No Charge,Yes,HMM,Los Angeles
CONT0001441,SHP000258,40GP,MSCU8324699,10,4,0,0,0,No Charge,Yes,HMM,Los Angeles
CONT0001442,SHP000258,40HC,MSCU7593906,10,10,0,0,0,No Charge,Yes,HMM,Los Angeles
CONT0001443,SHP000258,20RF,MSCU2066731,14,10,0,0,0,No Charge,Yes,HMM,Los Angeles
CONT0001444,SHP000258,40GP,MSCU2326719,14,4,0,0,0,No Charge,Yes,HMM,Los Angeles
CONT0001445,SHP000258,40HC,MSCU1371212,7,6,0,0,0,No Charge,Yes,HMM,Los Angeles
CONT0001446,SHP000259,40RF,MSCU6139691,5,10,5,150,750,Charged,Yes,ONE,Vancouver
CONT0001447,SHP000259,20RF,MSCU3392353,5,6,1,100,100,Charged,Yes,ONE,Vancouver
CONT0001448,SHP000259,20RF,MSCU7661811,10,6,0,0,0,No Charge,Yes,ONE,Vancouver
CONT0001449,SHP000259,20GP,MSCU5018631,10,8,0,0,0,No Charge,Yes,ONE,Vancouver
CONT0001450,SHP000260,40GP,MSCU5019776,5,8,3,150,450,Charged,Yes,Maersk,Seattle
CONT0001451,SHP000260,40HC,MSCU4046619,10,10,0,0,0,No Charge,Yes,Maersk,Seattle
CONT0001452,SHP000260,20GP,MSCU5442135,14,2,0,0,0,No Charge,Yes,Maersk,Seattle
CONT0001453,SHP000260,20RF,MSCU2951927,7,4,0,0,0,No Charge,Yes,Maersk,Seattle
CONT0001454,SHP000260,40GP,MSCU1936781,10,6,0,0,0,No Charge,Yes,Maersk,Seattle
CONT0001455,SHP000260,40GP,MSCU8682249,14,10,0,0,0,No Charge,Yes,Maersk,Seattle
CONT0001456,SHP000260,20GP,MSCU9961682,7,2,0,0,0,No Charge,Yes,Maersk,Seattle
CONT0001457,SHP000261,40HC,MSCU3801999,5,8,3,250,750,Charged,Yes,Evergreen,Seattle
CONT0001458,SHP000261,40HC,MSCU8493277,7,2,0,0,0,No Charge,Yes,Evergreen,Seattle
CONT0001459,SHP000261,40HC,MSCU3624265,5,9,4,150,600,Charged,Yes,Evergreen,Seattle
CONT0001460,SHP000261,40GP,MSCU8263621,7,6,0,0,0,No Charge,Yes,Evergreen,Seattle
CONT0001461,SHP000261,20RF,MSCU1815530,14,5,0,0,0,No Charge,Yes,Evergreen,Seattle
CONT0001462,SHP000262,40GP,MSCU1424716,5,8,3,100,300,Charged,Yes,CMA CGM,Vancouver
CONT0001463,SHP000262,40GP,MSCU8460988,14,6,0,0,0,No Charge,Yes,CMA CGM,Vancouver
CONT0001464,SHP000262,40RF,MSCU8213778,14,8,0,0,0,No Charge,Yes,CMA CGM,Vancouver
CONT0001465,SHP000263,40GP,MSCU4271208,14,6,0,0,0,No Charge,Yes,ONE,New York
CONT0001466,SHP000263,40HC,MSCU2039271,14,1,0,0,0,No Charge,Yes,ONE,New York
CONT0001467,SHP000264,20RF,MSCU2054981,5,6,1,100,100,Charged,Yes,Maersk,Toronto
CONT0001468,SHP000264,40RF,MSCU1765549,5,6,1,150,150,Charged,Yes,Maersk,Toronto
CONT0001469,SHP000264,20RF,MSCU3989387,5,1,0,0,0,No Charge,Yes,Maersk,Toronto
CONT0001470,SHP000264,40GP,MSCU6365162,7,2,0,0,0,No Charge,Yes,Maersk,Toronto
CONT0001471,SHP000264,20RF,MSCU1444088,14,4,0,0,0,No Charge,Yes,Maersk,Toronto
CONT0001472,SHP000264,20GP,MSCU4651002,10,4,0,0,0,No Charge,Yes,Maersk,Toronto
CONT0001473,SHP000264,20RF,MSCU3759489,14,9,0,0,0,No Charge,Yes,Maersk,Toronto
CONT0001474,SHP000264,40GP,MSCU7343187,5,4,0,0,0,No Charge,Yes,Maersk,Toronto
CONT0001475,SHP000264,40RF,MSCU7555955,10,6,0,0,0,No Charge,Yes,Maersk,Toronto
CONT0001476,SHP000264,40GP,MSCU9130904,7,1,0,0,0,No Charge,Yes,Maersk,Toronto
CONT0001477,SHP000265,40HC,MSCU6909755,7,6,0,0,0,No Charge,Yes,Hapag-Lloyd,Seattle
CONT0001478,SHP000265,40GP,MSCU3529606,7,4,0,0,0,No Charge,Yes,Hapag-Lloyd,Seattle
CONT0001479,SHP000265,40GP,MSCU9761271,14,4,0,0,0,No Charge,Yes,Hapag-Lloyd,Seattle
CONT0001480,SHP000265,40HC,MSCU8947055,7,1,0,0,0,No Charge,Yes,Hapag-Lloyd,Seattle
CONT0001481,SHP000265,40GP,MSCU4802340,7,6,0,0,0,No Charge,Yes,Hapag-Lloyd,Seattle
CONT0001482,SHP000266,40RF,MSCU6872160,14,7,0,0,0,No Charge,Yes,Yang Ming,Los Angeles
CONT0001483,SHP000266,20GP,MSCU1821327,5,8,3,200,600,Charged,Yes,Yang Ming,Los Angeles
CONT0001484,SHP000266,40GP,MSCU7527846,14,1,0,0,0,No Charge,Yes,Yang Ming,Los Angeles
CONT0001485,SHP000266,40GP,MSCU4353820,14,2,0,0,0,No Charge,Yes,Yang Ming,Los Angeles
CONT0001486,SHP000266,20GP,MSCU9244193,14,1,0,0,0,No Charge,Yes,Yang Ming,Los Angeles
CONT0001487,SHP000267,20GP,MSCU6942838,5,3,0,0,0,No Charge,Yes,MSC,Houston
CONT0001488,SHP000267,40GP,MSCU2503919,7,9,2,250,500,Charged,Yes,MSC,Houston
CONT0001489,SHP000267,40RF,MSCU5333062,14,7,0,0,0,No Charge,Yes,MSC,Houston
CONT0001490,SHP000267,40HC,MSCU8425867,14,8,0,0,0,No Charge,Yes,MSC,Houston
CONT0001491,SHP000267,40GP,MSCU4635470,10,3,0,0,0,No Charge,Yes,MSC,Houston
CONT0001492,SHP000267,40RF,MSCU1283322,7,3,0,0,0,No Charge,Yes,MSC,Houston
CONT0001493,SHP000267,40HC,MSCU3583165,5,10,5,150,750,Charged,Yes,MSC,Houston
CONT0001494,SHP000268,40GP,MSCU4089229,10,22,12,250,3000,Charged,Yes,HMM,Seattle
CONT0001495,SHP000268,20GP,MSCU7325462,7,19,12,200,2400,Charged,Yes,HMM,Seattle
CONT0001496,SHP000268,40GP,MSCU7234256,7,23,16,150,2400,Charged,Yes,HMM,Seattle
CONT0001497,SHP000268,20RF,MSCU5104413,5,20,15,100,1500,Charged,Yes,HMM,Seattle
CONT0001498,SHP000268,20GP,MSCU5555954,5,15,10,250,2500,Charged,Yes,HMM,Seattle
CONT0001499,SHP000268,20GP,MSCU4964703,14,21,7,150,1050,Charged,Yes,HMM,Seattle
CONT0001500,SHP000268,40GP,MSCU6115213,5,21,16,150,2400,Charged,Yes,HMM,Seattle
CONT0001501,SHP000268,40GP,MSCU1227365,5,22,17,150,2550,Charged,Yes,HMM,Seattle
CONT0001502,SHP000268,40GP,MSCU7732573,5,17,12,200,2400,Charged,Yes,HMM,Seattle
CONT0001503,SHP000269,20RF,MSCU4845985,5,9,4,150,600,Charged,Yes,CMA CGM,Seattle
CONT0001504,SHP000269,20GP,MSCU6265209,14,6,0,0,0,No Charge,Yes,CMA CGM,Seattle
CONT0001505,SHP000269,40HC,MSCU6342208,10,8,0,0,0,No Charge,Yes,CMA CGM,Seattle
CONT0001506,SHP000270,40GP,MSCU2128985,10,10,0,0,0,No Charge,Yes,CMA CGM,Houston
CONT0001507,SHP000270,40HC,MSCU2208309,10,2,0,0,0,No Charge,Yes,CMA CGM,Houston
CONT0001508,SHP000270,40HC,MSCU8185097,5,10,5,150,750,Charged,Yes,CMA CGM,Houston
CONT0001509,SHP000270,20GP,MSCU7307818,10,1,0,0,0,No Charge,Yes,CMA CGM,Houston
CONT0001510,SHP000270,20RF,MSCU9332423,7,10,3,150,450,Charged,Yes,CMA CGM,Houston
CONT0001511,SHP000270,20RF,MSCU1008857,10,3,0,0,0,No Charge,Yes,CMA CGM,Houston
CONT0001512,SHP000270,40GP,MSCU8291324,7,1,0,0,0,No Charge,Yes,CMA CGM,Houston
CONT0001513,SHP000270,40RF,MSCU9323687,7,1,0,0,0,No Charge,Yes,CMA CGM,Houston
CONT0001514,SHP000270,40GP,MSCU6158675,5,3,0,0,0,No Charge,Yes,CMA CGM,Houston
CONT0001515,SHP000271,40GP,MSCU8214143,5,4,0,0,0,No Charge,Yes,HMM,Vancouver
CONT0001516,SHP000271,40RF,MSCU8615232,14,8,0,0,0,No Charge,Yes,HMM,Vancouver
CONT0001517,SHP000271,40RF,MSCU8961904,14,1,0,0,0,No Charge,Yes,HMM,Vancouver
CONT0001518,SHP000271,20RF,MSCU9230054,7,2,0,0,0,No Charge,Yes,HMM,Vancouver
CONT0001519,SHP000271,40RF,MSCU4110064,14,4,0,0,0,No Charge,Yes,HMM,Vancouver
CONT0001520,SHP000271,20GP,MSCU8723932,7,8,1,200,200,Charged,Yes,HMM,Vancouver
CONT0001521,SHP000271,40RF,MSCU8971766,10,10,0,0,0,No Charge,Yes,HMM,Vancouver
CONT0001522,SHP000271,40GP,MSCU6180257,14,6,0,0,0,No Charge,Yes,HMM,Vancouver
CONT0001523,SHP000271,20GP,MSCU7412776,7,2,0,0,0,No Charge,Yes,HMM,Vancouver
CONT0001524,SHP000271,20GP,MSCU9598225,10,5,0,0,0,No Charge,Yes,HMM,Vancouver
CONT0001525,SHP000272,20GP,MSCU3428195,10,3,0,0,0,No Charge,Yes,MSC,Houston
CONT0001526,SHP000272,40RF,MSCU2161873,5,3,0,0,0,No Charge,Yes,MSC,Houston
CONT0001527,SHP000272,20RF,MSCU7344068,10,1,0,0,0,No Charge,Yes,MSC,Houston
CONT0001528,SHP000272,20RF,MSCU5766279,10,5,0,0,0,No Charge,Yes,MSC,Houston
CONT0001529,SHP000272,20GP,MSCU3353515,14,1,0,0,0,No Charge,Yes,MSC,Houston
CONT0001530,SHP000272,20RF,MSCU6136686,14,9,0,0,0,No Charge,Yes,MSC,Houston
CONT0001531,SHP000272,20RF,MSCU7726215,10,9,0,0,0,No Charge,Yes,MSC,Houston
CONT0001532,SHP000272,40RF,MSCU8552077,10,10,0,0,0,No Charge,Yes,MSC,Houston
CONT0001533,SHP000272,40GP,MSCU7470249,10,2,0,0,0,No Charge,Yes,MSC,Houston
CONT0001534,SHP000272,40HC,MSCU6546981,10,7,0,0,0,No Charge,Yes,MSC,Houston
CONT0001535,SHP000273,40GP,MSCU6922413,5,1,0,0,0,No Charge,Yes,CMA CGM,Toronto
CONT0001536,SHP000273,40GP,MSCU1631411,10,4,0,0,0,No Charge,Yes,CMA CGM,Toronto
CONT0001537,SHP000273,20RF,MSCU4128472,14,5,0,0,0,No Charge,Yes,CMA CGM,Toronto
CONT0001538,SHP000273,20GP,MSCU7007810,14,8,0,0,0,No Charge,Yes,CMA CGM,Toronto
CONT0001539,SHP000273,40GP,MSCU6387100,7,10,3,200,600,Charged,Yes,CMA CGM,Toronto
CONT0001540,SHP000273,40RF,MSCU8817371,7,1,0,0,0,No Charge,Yes,CMA CGM,Toronto
CONT0001541,SHP000273,40HC,MSCU2847539,5,3,0,0,0,No Charge,Yes,CMA CGM,Toronto
CONT0001542,SHP000273,20RF,MSCU7937806,7,9,2,100,200,Charged,Yes,CMA CGM,Toronto
CONT0001543,SHP000274,40GP,MSCU2314715,7,7,0,0,0,No Charge,Yes,Hapag-Lloyd,Chicago
CONT0001544,SHP000274,40RF,MSCU6627064,10,10,0,0,0,No Charge,Yes,Hapag-Lloyd,Chicago
CONT0001545,SHP000274,20RF,MSCU8291789,14,6,0,0,0,No Charge,Yes,Hapag-Lloyd,Chicago
CONT0001546,SHP000274,40HC,MSCU5901629,7,5,0,0,0,No Charge,Yes,Hapag-Lloyd,Chicago
CONT0001547,SHP000274,20GP,MSCU6122965,7,5,0,0,0,No Charge,Yes,Hapag-Lloyd,Chicago
CONT0001548,SHP000274,40RF,MSCU5103508,5,7,2,250,500,Charged,Yes,Hapag-Lloyd,Chicago
CONT0001549,SHP000274,40RF,MSCU8564685,7,5,0,0,0,No Charge,Yes,Hapag-Lloyd,Chicago
CONT0001550,SHP000274,40HC,MSCU7877280,10,4,0,0,0,No Charge,Yes,Hapag-Lloyd,Chicago
CONT0001551,SHP000275,40RF,MSCU3874563,10,1,0,0,0,No Charge,Yes,MSC,Seattle
CONT0001552,SHP000275,40RF,MSCU6506081,7,4,0,0,0,No Charge,Yes,MSC,Seattle
CONT0001553,SHP000275,20RF,MSCU4666262,14,3,0,0,0,No Charge,Yes,MSC,Seattle
CONT0001554,SHP000275,40GP,MSCU2738309,10,2,0,0,0,No Charge,Yes,MSC,Seattle
CONT0001555,SHP000275,40GP,MSCU2026831,5,10,5,200,1000,Charged,Yes,MSC,Seattle
CONT0001556,SHP000275,20GP,MSCU9035115,7,2,0,0,0,No Charge,Yes,MSC,Seattle
CONT0001557,SHP000276,40HC,MSCU4233244,10,5,0,0,0,No Charge,Yes,Hapag-Lloyd,Los Angeles
CONT0001558,SHP000276,40HC,MSCU8929208,10,7,0,0,0,No Charge,Yes,Hapag-Lloyd,Los Angeles
CONT0001559,SHP000276,40GP,MSCU1170467,7,3,0,0,0,No Charge,Yes,Hapag-Lloyd,Los Angeles
CONT0001560,SHP000276,40RF,MSCU8261804,5,5,0,0,0,No Charge,Yes,Hapag-Lloyd,Los Angeles
CONT0001561,SHP000277,40GP,MSCU4748802,10,7,0,0,0,No Charge,Yes,ONE,Chicago
CONT0001562,SHP000277,40HC,MSCU2789056,5,1,0,0,0,No Charge,Yes,ONE,Chicago
CONT0001563,SHP000278,20RF,MSCU6592155,7,2,0,0,0,No Charge,Yes,ZIM,Seattle
CONT0001564,SHP000278,40RF,MSCU7570063,14,6,0,0,0,No Charge,Yes,ZIM,Seattle
CONT0001565,SHP000278,40HC,MSCU8907996,7,6,0,0,0,No Charge,Yes,ZIM,Seattle
CONT0001566,SHP000278,20GP,MSCU4664158,5,9,4,200,800,Charged,Yes,ZIM,Seattle
CONT0001567,SHP000278,40RF,MSCU6005392,5,5,0,0,0,No Charge,Yes,ZIM,Seattle
CONT0001568,SHP000279,20RF,MSCU7507652,7,5,0,0,0,No Charge,Yes,Yang Ming,Los Angeles
CONT0001569,SHP000279,40GP,MSCU7224122,7,2,0,0,0,No Charge,Yes,Yang Ming,Los Angeles
CONT0001570,SHP000279,40GP,MSCU4195953,5,4,0,0,0,No Charge,Yes,Yang Ming,Los Angeles
CONT0001571,SHP000279,20GP,MSCU5171839,14,3,0,0,0,No Charge,Yes,Yang Ming,Los Angeles
CONT0001572,SHP000279,40HC,MSCU4072102,7,5,0,0,0,No Charge,Yes,Yang Ming,Los Angeles
CONT0001573,SHP000280,20GP,MSCU1314011,10,7,0,0,0,No Charge,Yes,CMA CGM,Toronto
CONT0001574,SHP000280,40RF,MSCU7974040,10,4,0,0,0,No Charge,Yes,CMA CGM,Toronto
CONT0001575,SHP000280,20GP,MSCU6264565,14,9,0,0,0,No Charge,Yes,CMA CGM,Toronto
CONT0001576,SHP000280,20RF,MSCU1840925,7,10,3,150,450,Charged,Yes,CMA CGM,Toronto
CONT0001577,SHP000280,20RF,MSCU5799061,7,2,0,0,0,No Charge,Yes,CMA CGM,Toronto
CONT0001578,SHP000281,40GP,MSCU1629814,5,8,3,150,450,Charged,Yes,Yang Ming,Seattle
CONT0001579,SHP000281,20GP,MSCU3603249,10,4,0,0,0,No Charge,Yes,Yang Ming,Seattle
CONT0001580,SHP000281,20GP,MSCU3740885,7,9,2,150,300,Charged,Yes,Yang Ming,Seattle
CONT0001581,SHP000281,40HC,MSCU8082070,7,9,2,250,500,Charged,Yes,Yang Ming,Seattle
CONT0001582,SHP000281,20RF,MSCU6650131,14,6,0,0,0,No Charge,Yes,Yang Ming,Seattle
CONT0001583,SHP000281,40GP,MSCU9729419,7,4,0,0,0,No Charge,Yes,Yang Ming,Seattle
CONT0001584,SHP000281,20GP,MSCU3286603,7,10,3,100,300,Charged,Yes,Yang Ming,Seattle
CONT0001585,SHP000281,20RF,MSCU2808703,5,3,0,0,0,No Charge,Yes,Yang Ming,Seattle
CONT0001586,SHP000281,40GP,MSCU1368537,7,4,0,0,0,No Charge,Yes,Yang Ming,Seattle
CONT0001587,SHP000282,20RF,MSCU8859220,7,4,0,0,0,No Charge,Yes,COSCO,Chicago
CONT0001588,SHP000282,20RF,MSCU8655347,14,2,0,0,0,No Charge,Yes,COSCO,Chicago
CONT0001589,SHP000282,20RF,MSCU3382271,10,1,0,0,0,No Charge,Yes,COSCO,Chicago
CONT0001590,SHP000282,40HC,MSCU6287988,14,10,0,0,0,No Charge,Yes,COSCO,Chicago
CONT0001591,SHP000282,40HC,MSCU7210843,7,1,0,0,0,No Charge,Yes,COSCO,Chicago
CONT0001592,SHP000283,40GP,MSCU4872690,7,1,0,0,0,No Charge,Yes,Evergreen,New York
CONT0001593,SHP000284,40GP,MSCU1487267,10,8,0,0,0,No Charge,Yes,Yang Ming,Toronto
CONT0001594,SHP000284,20GP,MSCU3131642,7,5,0,0,0,No Charge,Yes,Yang Ming,Toronto
CONT0001595,SHP000284,40RF,MSCU1274903,10,8,0,0,0,No Charge,Yes,Yang Ming,Toronto
CONT0001596,SHP000284,40GP,MSCU3221349,5,8,3,100,300,Charged,Yes,Yang Ming,Toronto
CONT0001597,SHP000284,20GP,MSCU8371012,10,1,0,0,0,No Charge,Yes,Yang Ming,Toronto
CONT0001598,SHP000284,20RF,MSCU2704402,14,5,0,0,0,No Charge,Yes,Yang Ming,Toronto
CONT0001599,SHP000284,40HC,MSCU7944424,14,8,0,0,0,No Charge,Yes,Yang Ming,Toronto
CONT0001600,SHP000284,40GP,MSCU5424313,5,10,5,250,1250,Charged,Yes,Yang Ming,Toronto
CONT0001601,SHP000285,40RF,MSCU4814971,5,7,2,150,300,Charged,Yes,CMA CGM,Chicago
CONT0001602,SHP000285,40GP,MSCU6695502,14,3,0,0,0,No Charge,Yes,CMA CGM,Chicago
CONT0001603,SHP000285,40HC,MSCU1672820,5,3,0,0,0,No Charge,Yes,CMA CGM,Chicago
CONT0001604,SHP000285,40RF,MSCU5726937,10,7,0,0,0,No Charge,Yes,CMA CGM,Chicago
CONT0001605,SHP000285,40GP,MSCU9144797,10,9,0,0,0,No Charge,Yes,CMA CGM,Chicago
CONT0001606,SHP000285,40RF,MSCU2280254,7,4,0,0,0,No Charge,Yes,CMA CGM,Chicago
CONT0001607,SHP000285,20GP,MSCU2442046,7,2,0,0,0,No Charge,Yes,CMA CGM,Chicago
CONT0001608,SHP000285,20RF,MSCU9615314,5,2,0,0,0,No Charge,Yes,CMA CGM,Chicago
CONT0001609,SHP000285,40RF,MSCU7978124,5,4,0,0,0,No Charge,Yes,CMA CGM,Chicago
CONT0001610,SHP000286,20GP,MSCU9132441,5,2,0,0,0,No Charge,Yes,Evergreen,New York
CONT0001611,SHP000286,40RF,MSCU3534208,10,1,0,0,0,No Charge,Yes,Evergreen,New York
CONT0001612,SHP000286,40RF,MSCU5224824,10,2,0,0,0,No Charge,Yes,Evergreen,New York
CONT0001613,SHP000286,40HC,MSCU2835292,10,3,0,0,0,No Charge,Yes,Evergreen,New York
CONT0001614,SHP000286,40GP,MSCU3384125,14,2,0,0,0,No Charge,Yes,Evergreen,New York
CONT0001615,SHP000286,40GP,MSCU4696222,14,7,0,0,0,No Charge,Yes,Evergreen,New York
CONT0001616,SHP000286,20GP,MSCU7051819,14,3,0,0,0,No Charge,Yes,Evergreen,New York
CONT0001617,SHP000286,20GP,MSCU7302872,10,3,0,0,0,No Charge,Yes,Evergreen,New York
CONT0001618,SHP000286,40HC,MSCU7417287,7,7,0,0,0,No Charge,Yes,Evergreen,New York
CONT0001619,SHP000286,40RF,MSCU4279979,7,4,0,0,0,No Charge,Yes,Evergreen,New York
CONT0001620,SHP000287,40HC,MSCU8429263,7,5,0,0,0,No Charge,Yes,HMM,Seattle
CONT0001621,SHP000287,40RF,MSCU9373437,5,5,0,0,0,No Charge,Yes,HMM,Seattle
CONT0001622,SHP000287,20RF,MSCU1349126,10,1,0,0,0,No Charge,Yes,HMM,Seattle
CONT0001623,SHP000287,40RF,MSCU7333787,7,1,0,0,0,No Charge,Yes,HMM,Seattle
CONT0001624,SHP000287,40HC,MSCU4178720,10,2,0,0,0,No Charge,Yes,HMM,Seattle
CONT0001625,SHP000287,40RF,MSCU4047737,14,8,0,0,0,No Charge,Yes,HMM,Seattle
CONT0001626,SHP000287,40GP,MSCU6310532,14,7,0,0,0,No Charge,Yes,HMM,Seattle
CONT0001627,SHP000288,40GP,MSCU8589182,14,4,0,0,0,No Charge,Yes,ONE,Seattle
CONT0001628,SHP000288,40GP,MSCU3684656,14,8,0,0,0,No Charge,Yes,ONE,Seattle
CONT0001629,SHP000288,20GP,MSCU8018930,10,10,0,0,0,No Charge,Yes,ONE,Seattle
CONT0001630,SHP000288,40RF,MSCU2404503,5,7,2,150,300,Charged,Yes,ONE,Seattle
CONT0001631,SHP000288,20GP,MSCU7188870,7,10,3,100,300,Charged,Yes,ONE,Seattle
CONT0001632,SHP000288,40HC,MSCU2963364,7,3,0,0,0,No Charge,Yes,ONE,Seattle
CONT0001633,SHP000288,40GP,MSCU1705339,5,6,1,200,200,Charged,Yes,ONE,Seattle
CONT0001634,SHP000288,40HC,MSCU7748185,7,10,3,150,450,Charged,Yes,ONE,Seattle
CONT0001635,SHP000289,20RF,MSCU3586532,7,7,0,0,0,No Charge,Yes,Maersk,Chicago
CONT0001636,SHP000289,40HC,MSCU4017976,14,3,0,0,0,No Charge,Yes,Maersk,Chicago
CONT0001637,SHP000289,20GP,MSCU6624133,5,7,2,200,400,Charged,Yes,Maersk,Chicago
CONT0001638,SHP000289,20GP,MSCU6698254,10,10,0,0,0,No Charge,Yes,Maersk,Chicago
CONT0001639,SHP000289,20GP,MSCU4741911,5,4,0,0,0,No Charge,Yes,Maersk,Chicago
CONT0001640,SHP000289,40RF,MSCU9966292,5,1,0,0,0,No Charge,Yes,Maersk,Chicago
CONT0001641,SHP000289,20GP,MSCU3965879,7,3,0,0,0,No Charge,Yes,Maersk,Chicago
CONT0001642,SHP000289,20GP,MSCU7243023,7,2,0,0,0,No Charge,Yes,Maersk,Chicago
CONT0001643,SHP000290,40HC,MSCU3577881,10,9,0,0,0,No Charge,Yes,Yang Ming,Miami
CONT0001644,SHP000290,40RF,MSCU9380278,14,9,0,0,0,No Charge,Yes,Yang Ming,Miami
CONT0001645,SHP000290,20GP,MSCU2841052,14,5,0,0,0,No Charge,Yes,Yang Ming,Miami
CONT0001646,SHP000290,40RF,MSCU1981259,10,5,0,0,0,No Charge,Yes,Yang Ming,Miami
CONT0001647,SHP000290,40GP,MSCU1016106,14,5,0,0,0,No Charge,Yes,Yang Ming,Miami
CONT0001648,SHP000290,40RF,MSCU9430150,5,7,2,100,200,Charged,Yes,Yang Ming,Miami
CONT0001649,SHP000290,20RF,MSCU5102900,14,8,0,0,0,No Charge,Yes,Yang Ming,Miami
CONT0001650,SHP000290,20RF,MSCU7739854,10,9,0,0,0,No Charge,Yes,Yang Ming,Miami
CONT0001651,SHP000290,20GP,MSCU8303867,10,7,0,0,0,No Charge,Yes,Yang Ming,Miami
CONT0001652,SHP000291,40GP,MSCU2875576,7,4,0,0,0,No Charge,Yes,COSCO,Toronto
CONT0001653,SHP000291,40GP,MSCU2260031,7,7,0,0,0,No Charge,Yes,COSCO,Toronto
CONT0001654,SHP000291,40HC,MSCU2073135,7,3,0,0,0,No Charge,Yes,COSCO,Toronto
CONT0001655,SHP000291,40RF,MSCU5243555,5,5,0,0,0,No Charge,Yes,COSCO,Toronto
CONT0001656,SHP000291,20RF,MSCU9574497,7,2,0,0,0,No Charge,Yes,COSCO,Toronto
CONT0001657,SHP000291,40RF,MSCU8491253,5,2,0,0,0,No Charge,Yes,COSCO,Toronto
CONT0001658,SHP000292,40RF,MSCU5658782,7,7,0,0,0,No Charge,Yes,Hapag-Lloyd,Vancouver
CONT0001659,SHP000292,40GP,MSCU2860486,5,3,0,0,0,No Charge,Yes,Hapag-Lloyd,Vancouver
CONT0001660,SHP000292,20RF,MSCU8084151,5,1,0,0,0,No Charge,Yes,Hapag-Lloyd,Vancouver
CONT0001661,SHP000292,20GP,MSCU2046696,14,1,0,0,0,No Charge,Yes,Hapag-Lloyd,Vancouver
CONT0001662,SHP000292,40GP,MSCU6648226,5,6,1,100,100,Charged,Yes,Hapag-Lloyd,Vancouver
CONT0001663,SHP000292,40GP,MSCU2616672,7,9,2,200,400,Charged,Yes,Hapag-Lloyd,Vancouver
CONT0001664,SHP000292,40HC,MSCU4010846,5,6,1,75,75,Charged,Yes,Hapag-Lloyd,Vancouver
CONT0001665,SHP000292,40GP,MSCU1032061,10,4,0,0,0,No Charge,Yes,Hapag-Lloyd,Vancouver
CONT0001666,SHP000292,20RF,MSCU3867496,10,9,0,0,0,No Charge,Yes,Hapag-Lloyd,Vancouver
CONT0001667,SHP000293,20RF,MSCU9958729,5,1,0,0,0,No Charge,Yes,ZIM,New York
CONT0001668,SHP000293,20RF,MSCU5094741,14,3,0,0,0,No Charge,Yes,ZIM,New York
