Shipment_ID,Supplier_ID,Carrier,POL,POD,ETD,ETA,Actual_Arrival,Transit_Days,Delay_Days,Delay_Reason,On_Time,Num_Containers,Freight_Rate_USD,Total_Freight_USD,Cargo_Value_USD,Incoterms,Shipment_Status
SHP000160,SUP0019,HMM,Shanghai,Chicago,2024-01-07,2024-02-05,2024-02-05,29,0,None,Yes,8,1935.18,15481.44,435145.78,CFR,Delivered
SHP000161,SUP0010,MSC,Singapore,Houston,2023-03-29,2023-04-26,2023-04-26,28,0,None,Yes,8,3566.62,28532.96,625452.0,DAP,Delivered
SHP000162,SUP0018,ZIM,Busan,New York,2022-06-17,2022-07-29,2022-07-29,42,0,None,Yes,2,4193.81,8387.62,156598.35,CFR,Delivered
SHP000163,SUP0017,Evergreen,Ningbo,Los Angeles,2023-11-03,2023-12-15,2023-12-15,42,0,None,Yes,10,2608.66,26086.6,903944.88,DAP,Delivered
SHP000164,SUP0002,ZIM,Ningbo,Miami,2024-07-24,2024-08-10,2024-08-10,17,0,None,Yes,5,3476.14,17380.7,426151.27,FOB,Delivered
SHP000165,SUP0007,HMM,Shenzhen,Toronto,2024-05-17,2024-06-22,2024-06-22,36,0,None,Yes,1,4257.96,4257.96,115568.19,DAP,Delivered
SHP000166,SUP0002,Hapag-Lloyd,Rotterdam,Los Angeles,2022-10-05,2022-11-14,2022-11-26,40,12,Equipment Shortage,No,8,4017.6,32140.8,911428.95,DAP,Delivered
SHP000167,SUP0003,COSCO,Ningbo,Houston,2022-08-31,2022-09-25,2022-09-25,25,0,None,Yes,3,3493.08,10479.24,261555.71,FOB,Delivered
SHP000168,SUP0001,Hapag-Lloyd,Hamburg,Miami,2024-12-25,2025-02-01,2025-02-01,38,0,None,Yes,6,1373.95,8243.7,229056.43,FOB,In Transit
SHP000169,SUP0002,Yang Ming,Shanghai,New York,2023-02-27,2023-03-17,2023-03-17,18,0,None,Yes,8,3011.8,24094.4,718121.95,FOB,Delivered
SHP000170,SUP0008,Maersk,Rotterdam,Seattle,2023-04-25,2023-05-22,2023-05-22,27,0,None,Yes,5,1666.4,8332.0,920577.18,CFR,Delivered
SHP000171,SUP0011,HMM,Hong Kong,New York,2023-09-11,2023-10-04,2023-10-04,23,0,None,Yes,5,1818.07,9090.35,578882.21,CFR,Delivered
SHP000172,SUP0006,Yang Ming,Hamburg,Toronto,2023-12-07,2024-01-14,2024-01-14,38,0,None,Yes,7,2310.56,16173.92,334894.07,CIF,Delivered
SHP000173,SUP0018,ZIM,Busan,New York,2023-09-08,2023-10-01,2023-10-16,23,15,Documentation Error,No,7,4380.81,30665.67,579422.42,CIF,Delivered
SHP000174,SUP0013,Evergreen,Singapore,New York,2023-11-08,2023-11-27,2023-11-27,19,0,None,Yes,2,2781.85,5563.7,837935.97,FOB,Delivered
SHP000175,SUP0009,Yang Ming,Shanghai,Vancouver,2023-01-21,2023-02-17,2023-02-17,27,0,None,Yes,6,1921.8,11530.8,913544.45,CIF,Delivered
SHP000176,SUP0007,MSC,Hamburg,New York,2023-02-23,2023-04-03,2023-04-03,39,0,None,Yes,5,2208.45,11042.25,556967.62,EXW,Delivered
SHP000177,SUP0010,Hapag-Lloyd,Hong Kong,Seattle,2024-08-12,2024-09-01,2024-09-01,20,0,None,Yes,6,4183.02,25098.12,402169.68,DAP,Delivered
SHP000178,SUP0002,HMM,Busan,Los Angeles,2022-02-03,2022-03-05,2022-03-23,30,18,Documentation Error,No,7,1892.21,13245.47,236382.19,CIF,Delivered
SHP000179,SUP0013,HMM,Busan,Seattle,2023-11-23,2023-12-23,2024-01-08,30,16,Equipment Shortage,No,8,1422.46,11379.68,805226.74,CIF,Delivered
SHP000180,SUP0005,COSCO,Hamburg,Los Angeles,2022-05-01,2022-05-17,2022-05-20,16,3,Port Congestion,No,1,2325.85,2325.85,850417.48,CIF,Delivered
SHP000181,SUP0003,CMA CGM,Shanghai,New York,2024-11-01,2024-12-14,2024-12-14,43,0,None,Yes,10,4177.18,41771.8,676320.12,FOB,Delivered
SHP000182,SUP0001,COSCO,Rotterdam,Toronto,2022-02-04,2022-03-07,2022-03-25,31,18,Port Congestion,No,9,3808.68,34278.12,690331.3,CIF,Delivered
SHP000183,SUP0004,MSC,Ningbo,New York,2023-01-29,2023-02-28,2023-02-28,30,0,None,Yes,7,1092.37,7646.59,961332.9,DAP,Delivered
SHP000184,SUP0019,Evergreen,Busan,Chicago,2022-06-15,2022-07-01,2022-07-01,16,0,None,Yes,7,2845.0,19915.0,103309.19,FOB,Delivered
SHP000185,SUP0006,MSC,Hamburg,Miami,2023-11-10,2023-11-30,2023-12-17,20,17,Customs Inspection,No,4,4134.71,16538.84,707673.33,CFR,Delivered
SHP000186,SUP0016,Hapag-Lloyd,Shanghai,Vancouver,2023-07-29,2023-08-14,2023-08-20,16,6,Bad Weather,No,1,4357.44,4357.44,607684.3,DAP,Delivered
SHP000187,SUP0003,Hapag-Lloyd,Ningbo,New York,2024-03-07,2024-04-11,2024-04-11,35,0,None,Yes,3,3724.84,11174.52,704845.01,FOB,Delivered
SHP000188,SUP0017,ONE,Shanghai,Vancouver,2024-06-14,2024-07-12,2024-07-12,28,0,None,Yes,10,4332.98,43329.8,426867.9,EXW,Delivered
SHP000189,SUP0001,Hapag-Lloyd,Hamburg,Seattle,2023-04-13,2023-05-19,2023-06-06,36,18,Equipment Shortage,No,3,3314.87,9944.61,677638.31,FOB,Delivered
SHP000190,SUP0020,Hapag-Lloyd,Busan,Vancouver,2022-06-18,2022-07-19,2022-07-19,31,0,None,Yes,3,3536.72,10610.16,350844.32,FOB,Delivered
SHP000191,SUP0003,Maersk,Singapore,Seattle,2024-01-08,2024-02-08,2024-02-08,31,0,None,Yes,3,2394.62,7183.86,579135.78,CFR,Delivered
SHP000192,SUP0014,MSC,Shanghai,Vancouver,2023-12-26,2024-01-14,2024-01-14,19,0,None,Yes,6,3995.76,23974.56,61723.58,DAP,Delivered
SHP000193,SUP0013,MSC,Busan,Los Angeles,2024-02-19,2024-03-14,2024-03-14,24,0,None,Yes,5,2624.56,13122.8,110103.79,DAP,Delivered
SHP000194,SUP0009,Yang Ming,Singapore,Seattle,2022-06-07,2022-07-14,2022-07-23,37,9,Equipment Shortage,No,10,3081.67,30816.7,484968.55,CIF,Delivered
SHP000195,SUP0010,Maersk,Rotterdam,Houston,2024-02-18,2024-03-24,2024-03-24,35,0,None,Yes,10,1303.66,13036.6,354631.9,CIF,Delivered
SHP000196,SUP0016,ONE,Ningbo,Miami,2023-10-16,2023-11-17,2023-12-03,32,16,Customs Inspection,No,6,2191.4,13148.4,825669.79,DAP,Delivered
SHP000197,SUP0012,MSC,Busan,Los Angeles,2022-02-25,2022-04-09,2022-04-09,43,0,None,Yes,5,3875.74,19378.7,115700.74,DAP,Delivered
SHP000198,SUP0016,CMA CGM,Singapore,New York,2023-06-02,2023-06-25,2023-06-25,23,0,None,Yes,2,2461.55,4923.1,618037.16,CFR,Delivered
SHP000199,SUP0013,COSCO,Rotterdam,Toronto,2024-01-07,2024-01-26,2024-01-26,19,0,None,Yes,6,1415.45,8492.7,632044.01,CFR,Delivered
SHP000200,SUP0013,ONE,Rotterdam,Vancouver,2022-01-22,2022-02-11,2022-02-11,20,0,None,Yes,9,2864.58,25781.22,703281.19,CIF,Delivered
SHP000201,SUP0015,ONE,Rotterdam,Seattle,2024-10-21,2024-11-13,2024-11-25,23,12,Equipment Shortage,No,2,1893.1,3786.2,924520.17,FOB,Delivered
SHP000202,SUP0004,CMA CGM,Hong Kong,Chicago,2023-12-04,2024-01-16,2024-01-16,43,0,None,Yes,6,2561.8,15370.8,466257.64,DAP,Delivered
SHP000203,SUP0011,MSC,Singapore,Toronto,2022-08-24,2022-09-08,2022-09-08,15,0,None,Yes,3,4240.71,12722.13,753465.01,CFR,Delivered
SHP000204,SUP0006,COSCO,Ningbo,Houston,2024-05-23,2024-07-05,2024-07-05,43,0,None,Yes,3,1489.63,4468.89,674442.52,DAP,Delivered
SHP000205,SUP0001,HMM,Busan,Seattle,2024-05-29,2024-07-06,2024-07-06,38,0,None,Yes,4,1829.88,7319.52,718571.76,FOB,Delivered
SHP000206,SUP0019,MSC,Ningbo,Houston,2023-10-30,2023-11-25,2023-11-25,26,0,None,Yes,8,2752.55,22020.4,657153.16,CFR,Delivered
SHP000207,SUP0013,HMM,Rotterdam,Vancouver,2023-12-14,2024-01-19,2024-01-19,36,0,None,Yes,5,4199.13,20995.65,610659.95,CIF,Delivered
SHP000208,SUP0011,MSC,Busan,Chicago,2022-08-28,2022-09-22,2022-09-22,25,0,None,Yes,9,2237.31,20135.79,616604.53,CFR,Delivered
SHP000209,SUP0013,Yang Ming,Ningbo,Seattle,2022-12-21,2023-01-14,2023-01-14,24,0,None,Yes,3,1963.95,5891.85,478450.92,FOB,Delivered
SHP000210,SUP0012,Maersk,Hamburg,Los Angeles,2023-02-04,2023-03-14,2023-03-14,38,0,None,Yes,8,2313.8,18510.4,517139.59,DAP,Delivered
SHP000211,SUP0016,CMA CGM,Shenzhen,Toronto,2023-03-28,2023-04-29,2023-04-29,32,0,None,Yes,9,1868.08,16812.72,791703.19,CFR,Delivered
SHP000212,SUP0016,COSCO,Shenzhen,Vancouver,2023-07-03,2023-08-09,2023-08-09,37,0,None,Yes,1,3612.02,3612.02,469298.25,CIF,Delivered
SHP000213,SUP0014,MSC,Busan,Chicago,2022-03-08,2022-04-19,2022-04-19,42,0,None,Yes,2,2424.56,4849.12,994259.8,CIF,Delivered
SHP000214,SUP0007,HMM,Hong Kong,Miami,2022-12-06,2022-12-28,2022-12-28,22,0,None,Yes,1,2909.28,2909.28,555666.76,CFR,Delivered
SHP000215,SUP0018,CMA CGM,Hong Kong,Chicago,2023-08-16,2023-09-16,2023-10-03,31,17,Port Congestion,No,3,4362.26,13086.78,796406.5,FOB,Delivered
SHP000216,SUP0009,CMA CGM,Ningbo,New York,2022-10-27,2022-11-30,2022-11-30,34,0,None,Yes,7,2611.0,18277.0,598554.25,EXW,Delivered
SHP000217,SUP0014,Yang Ming,Hamburg,Vancouver,2022-07-10,2022-08-18,2022-08-18,39,0,None,Yes,6,2482.37,14894.22,513642.26,CFR,Delivered
SHP000218,SUP0001,MSC,Hamburg,Houston,2022-05-10,2022-06-18,2022-06-25,39,7,Customs Inspection,No,8,1793.59,14348.72,836926.44,EXW,Delivered
SHP000219,SUP0018,HMM,Ningbo,Seattle,2023-12-05,2023-12-22,2023-12-22,17,0,None,Yes,8,860.24,6881.92,932961.23,CIF,Delivered
SHP000220,SUP0015,ZIM,Shanghai,Miami,2023-02-19,2023-03-13,2023-03-13,22,0,None,Yes,5,1145.36,5726.8,392413.61,FOB,Delivered
SHP000221,SUP0012,CMA CGM,Shanghai,Miami,2023-09-18,2023-10-16,2023-10-16,28,0,None,Yes,2,804.02,1608.04,502966.37,CIF,Delivered
SHP000222,SUP0019,Evergreen,Hamburg,Toronto,2022-01-17,2022-02-21,2022-02-25,35,4,Equipment Shortage,No,3,2567.49,7702.47,267499.52,FOB,Delivered
SHP000223,SUP0004,MSC,Hong Kong,Houston,2023-09-05,2023-09-27,2023-09-27,22,0,None,Yes,3,3173.83,9521.49,693280.22,FOB,Delivered
SHP000224,SUP0017,HMM,Shanghai,Los Angeles,2024-06-20,2024-07-26,2024-07-26,36,0,None,Yes,3,4203.61,12610.83,635272.21,DAP,Delivered
SHP000225,SUP0007,MSC,Shenzhen,Los Angeles,2022-09-10,2022-10-18,2022-10-30,38,12,Bad Weather,No,3,1716.81,5150.43,662389.54,CIF,Delivered
SHP000226,SUP0018,HMM,Singapore,Toronto,2023-09-10,2023-10-07,2023-10-07,27,0,None,Yes,4,3567.02,14268.08,330764.95,FOB,Delivered
SHP000227,SUP0008,ZIM,Rotterdam,Vancouver,2023-05-09,2023-06-23,2023-06-23,45,0,None,Yes,1,4451.47,4451.47,937228.18,CIF,Delivered
SHP000228,SUP0013,HMM,Rotterdam,Houston,2022-12-20,2023-02-02,2023-02-02,44,0,None,Yes,2,851.04,1702.08,254955.79,FOB,Delivered
SHP000229,SUP0013,COSCO,Singapore,Miami,2024-05-17,2024-06-25,2024-06-25,39,0,None,Yes,9,3079.37,27714.33,313594.35,EXW,Delivered
SHP000230,SUP0003,COSCO,Busan,Los Angeles,2023-11-01,2023-12-10,2023-12-10,39,0,None,Yes,2,1947.63,3895.26,465611.74,CIF,Delivered
SHP000231,SUP0002,Evergreen,Shenzhen,Miami,2022-08-26,2022-10-08,2022-10-08,43,0,None,Yes,5,3264.49,16322.45,675149.74,CIF,Delivered
SHP000232,SUP0004,Maersk,Ningbo,Toronto,2022-12-02,2023-01-16,2023-01-16,45,0,None,Yes,5,1417.76,7088.8,170584.08,EXW,Delivered
SHP000233,SUP0004,Maersk,Hong Kong,Miami,2023-07-12,2023-07-30,2023-07-30,18,0,None,Yes,10,3121.87,31218.7,521340.19,CFR,Delivered
SHP000234,SUP0012,Maersk,Hamburg,Los Angeles,2024-01-24,2024-02-17,2024-02-17,24,0,None,Yes,10,3294.25,32942.5,159566.92,CFR,Delivered
SHP000235,SUP0001,Maersk,Shanghai,New York,2022-04-05,2022-05-19,2022-05-19,44,0,None,Yes,3,1462.16,4386.48,962325.04,FOB,Delivered
SHP000236,SUP0018,Yang Ming,Busan,Houston,2023-05-24,2023-07-03,2023-07-03,40,0,None,Yes,2,2914.68,5829.36,163430.88,FOB,Delivered
SHP000237,SUP0006,Evergreen,Shanghai,Miami,2022-05-22,2022-07-04,2022-07-04,43,0,None,Yes,5,2011.01,10055.05,575436.83,FOB,Delivered
SHP000238,SUP0012,Evergreen,Singapore,Chicago,2023-05-12,2023-06-24,2023-06-24,43,0,None,Yes,8,4491.81,35934.48,787091.66,CFR,Delivered
SHP000239,SUP0008,CMA CGM,Shanghai,Miami,2022-02-18,2022-03-18,2022-03-18,28,0,None,Yes,1,4318.66,4318.66,51388.94,DAP,Delivered
SHP000240,SUP0010,MSC,Busan,New York,2024-05-09,2024-06-23,2024-06-25,45,2,Customs Inspection,No,5,1144.2,5721.0,925210.68,CFR,Delivered
SHP000241,SUP0014,ONE,Hamburg,Vancouver,2022-07-15,2022-08-06,2022-08-06,22,0,None,Yes,10,1030.45,10304.5,679321.73,CIF,Delivered
SHP000242,SUP0008,Hapag-Lloyd,Singapore,Houston,2024-03-15,2024-04-18,2024-04-18,34,0,None,Yes,4,1076.34,4305.36,242576.99,CFR,Delivered
SHP000243,SUP0004,CMA CGM,Shenzhen,Los Angeles,2024-07-09,2024-08-21,2024-08-21,43,0,None,Yes,9,2125.66,19130.94,781819.91,DAP,Delivered
SHP000244,SUP0010,ZIM,Singapore,Vancouver,2022-07-05,2022-07-29,2022-07-29,24,0,None,Yes,10,949.22,9492.2,844128.51,EXW,Delivered
SHP000245,SUP0005,MSC,Busan,Houston,2024-03-22,2024-04-08,2024-04-08,17,0,None,Yes,3,915.0,2745.0,434172.62,DAP,Delivered
SHP000246,SUP0018,COSCO,Busan,Vancouver,2024-08-04,2024-08-24,2024-08-24,20,0,None,Yes,1,3872.38,3872.38,983438.88,CIF,Delivered
SHP000247,SUP0007,Yang Ming,Hong Kong,Vancouver,2023-06-15,2023-07-03,2023-07-04,18,1,Customs Inspection,No,8,3794.41,30355.28,137379.71,EXW,Delivered
SHP000248,SUP0004,Maersk,Hamburg,Toronto,2022-12-11,2023-01-21,2023-01-21,41,0,None,Yes,7,3327.89,23295.23,214166.85,CIF,Delivered
SHP000249,SUP0006,Hapag-Lloyd,Singapore,Seattle,2022-11-01,2022-11-17,2022-11-17,16,0,None,Yes,4,3194.93,12779.72,523947.03,CFR,Delivered
SHP000250,SUP0016,Maersk,Shenzhen,Chicago,2024-02-24,2024-03-17,2024-03-17,22,0,None,Yes,9,1721.85,15496.65,994382.91,CFR,Delivered
SHP000251,SUP0001,Yang Ming,Hong Kong,Seattle,2024-09-19,2024-10-25,2024-10-25,36,0,None,Yes,7,1800.61,12604.27,74759.82,CFR,Delivered
SHP000252,SUP0008,Maersk,Singapore,Toronto,2024-08-24,2024-09-29,2024-10-18,36,19,Customs Inspection,No,2,1717.07,3434.14,279095.16,CFR,Delivered
SHP000253,SUP0002,Evergreen,Rotterdam,Houston,2022-12-22,2023-01-16,2023-01-16,25,0,None,Yes,6,4181.73,25090.38,76796.24,EXW,Delivered
SHP000254,SUP0019,HMM,Ningbo,New York,2024-10-05,2024-11-07,2024-11-07,33,0,None,Yes,2,1007.82,2015.64,621579.65,FOB,Delivered
SHP000255,SUP0017,ZIM,Shanghai,Houston,2023-02-17,2023-03-11,2023-03-11,22,0,None,Yes,6,1020.36,6122.16,190326.42,CIF,Delivered
SHP000256,SUP0004,COSCO,Hong Kong,Vancouver,2024-02-05,2024-03-15,2024-03-15,39,0,None,Yes,5,1993.63,9968.15,977067.64,DAP,Delivered
SHP000257,SUP0016,ONE,Ningbo,Houston,2023-04-03,2023-04-28,2023-04-28,25,0,None,Yes,5,1271.19,6355.95,742389.41,CFR,Delivered
SHP000258,SUP0013,HMM,Shanghai,Los Angeles,2023-10-14,2023-11-11,2023-11-11,28,0,None,Yes,8,1320.38,10563.04,758076.16,CIF,Delivered
SHP000259,SUP0012,ONE,Ningbo,Vancouver,2023-11-19,2023-12-31,2023-12-31,42,0,None,Yes,4,3364.75,13459.0,382957.1,FOB,Delivered
SHP000260,SUP0001,Maersk,Rotterdam,Seattle,2024-05-09,2024-06-02,2024-06-02,24,0,None,Yes,7,2099.56,14696.92,406580.19,DAP,Delivered
SHP000261,SUP0019,Evergreen,Ningbo,Seattle,2022-05-31,2022-06-16,2022-06-16,16,0,None,Yes,5,4321.15,21605.75,120490.38,CIF,Delivered
SHP000262,SUP0013,CMA CGM,Shenzhen,Vancouver,2023-11-24,2024-01-07,2024-01-07,44,0,None,Yes,3,3047.08,9141.24,462490.37,FOB,Delivered
SHP000263,SUP0004,ONE,Busan,New York,2024-04-18,2024-05-18,2024-05-18,30,0,None,Yes,2,983.65,1967.3,593181.32,DAP,Delivered
SHP000264,SUP0005,Maersk,Hong Kong,Toronto,2024-05-25,2024-06-13,2024-06-13,19,0,None,Yes,10,2577.22,25772.2,142137.55,CIF,Delivered
SHP000265,SUP0006,Hapag-Lloyd,Shenzhen,Seattle,2022-08-25,2022-09-27,2022-09-27,33,0,None,Yes,5,1137.21,5686.05,566919.73,CIF,Delivered
SHP000266,SUP0012,Yang Ming,Hong Kong,Los Angeles,2024-07-01,2024-07-17,2024-07-17,16,0,None,Yes,5,1637.1,8185.5,305133.89,FOB,Delivered
SHP000267,SUP0005,MSC,Shenzhen,Houston,2024-04-27,2024-05-25,2024-05-25,28,0,None,Yes,7,3828.1,26796.7,447700.47,CFR,Delivered
SHP000268,SUP0016,HMM,Busan,Seattle,2023-09-05,2023-09-24,2023-10-07,19,13,Port Congestion,No,9,2913.51,26221.59,540976.53,CFR,Delivered
SHP000269,SUP0020,CMA CGM,Shenzhen,Seattle,2022-12-21,2023-01-14,2023-01-14,24,0,None,Yes,3,957.9,2873.7,124450.1,DAP,Delivered
SHP000270,SUP0007,CMA CGM,Singapore,Houston,2022-05-18,2022-06-06,2022-06-06,19,0,None,Yes,9,2006.67,18060.03,312390.78,DAP,Delivered
SHP000271,SUP0001,HMM,Rotterdam,Vancouver,2024-04-28,2024-05-21,2024-05-21,23,0,None,Yes,10,3606.0,36060.0,942667.49,FOB,Delivered
SHP000272,SUP0019,MSC,Singapore,Houston,2024-04-21,2024-05-21,2024-05-21,30,0,None,Yes,10,3053.16,30531.6,85592.39,EXW,Delivered
SHP000273,SUP0013,CMA CGM,Rotterdam,Toronto,2024-03-21,2024-04-25,2024-04-25,35,0,None,Yes,8,4207.09,33656.72,902179.79,FOB,Delivered
SHP000274,SUP0011,Hapag-Lloyd,Singapore,Chicago,2024-10-03,2024-10-23,2024-10-23,20,0,None,Yes,8,3663.91,29311.28,354824.9,DAP,Delivered
SHP000275,SUP0020,MSC,Busan,Seattle,2023-03-09,2023-04-18,2023-04-18,40,0,None,Yes,6,3837.76,23026.56,539506.22,CIF,Delivered
SHP000276,SUP0003,Hapag-Lloyd,Rotterdam,Los Angeles,2024-12-09,2024-12-24,2024-12-24,15,0,None,Yes,4,3896.81,15587.24,287015.75,DAP,Delivered
SHP000277,SUP0002,ONE,Busan,Chicago,2024-01-25,2024-03-08,2024-03-08,43,0,None,Yes,2,3320.35,6640.7,279841.19,DAP,Delivered
SHP000278,SUP0020,ZIM,Ningbo,Seattle,2023-12-18,2024-01-23,2024-01-23,36,0,None,Yes,5,3571.16,17855.8,704408.01,EXW,Delivered
SHP000279,SUP0001,Yang Ming,Shanghai,Los Angeles,2023-03-15,2023-04-12,2023-04-12,28,0,None,Yes,5,3210.87,16054.35,537617.17,FOB,Delivered
SHP000280,SUP0016,CMA CGM,Ningbo,Toronto,2023-04-04,2023-05-04,2023-05-04,30,0,None,Yes,5,3437.14,17185.7,723899.79,EXW,Delivered
SHP000281,SUP0014,Yang Ming,Hong Kong,Seattle,2023-06-01,2023-06-28,2023-06-28,27,0,None,Yes,9,3849.95,34649.55,427294.91,FOB,Delivered
SHP000282,SUP0001,COSCO,Hong Kong,Chicago,2023-09-04,2023-09-24,2023-09-24,20,0,None,Yes,5,3170.2,15851.0,868417.02,EXW,Delivered
SHP000283,SUP0010,Evergreen,Ningbo,New York,2022-04-27,2022-06-05,2022-06-05,39,0,None,Yes,1,3224.98,3224.98,997595.64,EXW,Delivered
SHP000284,SUP0014,Yang Ming,Rotterdam,Toronto,2023-01-24,2023-02-28,2023-02-28,35,0,None,Yes,8,4154.15,33233.2,688275.05,CFR,Delivered
SHP000285,SUP0010,CMA CGM,Ningbo,Chicago,2022-07-19,2022-09-01,2022-09-01,44,0,None,Yes,9,3622.8,32605.2,223914.94,EXW,Delivered
SHP000286,SUP0003,Evergreen,Hong Kong,New York,2023-09-21,2023-10-31,2023-10-31,40,0,None,Yes,10,1887.99,18879.9,858653.19,DAP,Delivered
SHP000287,SUP0002,HMM,Shenzhen,Seattle,2023-02-03,2023-02-24,2023-02-24,21,0,None,Yes,7,1000.03,7000.21,861527.78,CIF,Delivered
SHP000288,SUP0007,ONE,Rotterdam,Seattle,2022-10-21,2022-11-24,2022-11-24,34,0,None,Yes,8,2030.73,16245.84,987308.35,EXW,Delivered
SHP000289,SUP0002,Maersk,Hamburg,Chicago,2023-03-05,2023-03-29,2023-03-29,24,0,None,Yes,8,3705.28,29642.24,790764.83,CIF,Delivered
SHP000290,SUP0020,Yang Ming,Rotterdam,Miami,2024-05-28,2024-07-11,2024-07-11,44,0,None,Yes,9,1537.83,13840.47,404446.34,FOB,Delivered
SHP000291,SUP0011,COSCO,Busan,Toronto,2022-01-09,2022-02-07,2022-02-07,29,0,None,Yes,6,1954.74,11728.44,147572.81,CFR,Delivered
SHP000292,SUP0019,Hapag-Lloyd,Ningbo,Vancouver,2022-04-04,2022-05-07,2022-05-07,33,0,None,Yes,9,3006.57,27059.13,370943.39,CIF,Delivered
SHP000293,SUP0011,ZIM,Hong Kong,New York,2022-12-04,2023-01-12,2023-01-12,39,0,None,Yes,3,1581.4,4744.2,70817.61,CFR,Delivered
SHP000294,SUP0006,MSC,Hong Kong,Toronto,2024-02-08,2024-03-09,2024-03-09,30,0,None,Yes,10,4480.32,44803.2,678871.42,FOB,Delivered
SHP000295,SUP0002,MSC,Rotterdam,Seattle,2024-02-18,2024-03-10,2024-03-10,21,0,None,Yes,3,1560.33,4680.99,701453.03,FOB,Delivered
SHP000296,SUP0010,Yang Ming,Shenzhen,Chicago,2022-10-08,2022-11-17,2022-11-17,40,0,None,Yes,10,1235.62,12356.2,158311.93,FOB,Delivered
SHP000297,SUP0016,Evergreen,Busan,Chicago,2024-12-07,2025-01-02,2025-01-02,26,0,None,Yes,5,1393.38,6966.9,570731.83,CIF,In Transit
SHP000298,SUP0016,ONE,Busan,Toronto,2022-01-27,2022-02-15,2022-02-15,19,0,None,Yes,8,1351.83,10814.64,135578.54,CFR,Delivered
SHP000299,SUP0003,MSC,Singapore,New York,2024-07-24,2024-08-25,2024-08-25,32,0,None,Yes,2,3808.76,7617.52,880433.43,EXW,Delivered
SHP000300,SUP0012,ONE,Rotterdam,Vancouver,2022-07-14,2022-07-30,2022-07-31,16,1,Customs Inspection,No,6,2122.85,12737.1,465828.79,CFR,Delivered
SHP000301,SUP0009,MSC,Hong Kong,Houston,2023-01-10,2023-01-31,2023-01-31,21,0,None,Yes,8,1805.78,14446.24,416429.72,DAP,Delivered
SHP000302,SUP0014,CMA CGM,Shenzhen,Los Angeles,2022-05-01,2022-05-25,2022-05-25,24,0,None,Yes,10,2585.9,25859.0,590496.26,DAP,Delivered
SHP000303,SUP0006,HMM,Rotterdam,Houston,2022-03-01,2022-03-23,2022-04-08,22,16,Port Congestion,No,7,2430.55,17013.85,110169.24,EXW,Delivered
SHP000304,SUP0001,COSCO,Busan,Houston,2024-11-29,2024-12-19,2024-12-19,20,0,None,Yes,4,2583.14,10332.56,680525.11,DAP,Delivered
SHP000305,SUP0005,COSCO,Shanghai,Toronto,2022-11-18,2023-01-01,2023-01-17,44,16,Port Congestion,No,8,1986.35,15890.8,364350.1,EXW,Delivered
SHP000306,SUP0002,COSCO,Busan,Miami,2024-04-05,2024-05-04,2024-05-04,29,0,None,Yes,10,2457.96,24579.6,863759.76,DAP,Delivered
SHP000307,SUP0011,MSC,Hamburg,Toronto,2022-07-30,2022-09-07,2022-09-07,39,0,None,Yes,9,800.63,7205.67,136350.77,CFR,Delivered
SHP000308,SUP0020,Hapag-Lloyd,Busan,Seattle,2023-11-30,2024-01-06,2024-01-06,37,0,None,Yes,8,2028.3,16226.4,779045.58,CFR,Delivered
SHP000309,SUP0016,ONE,Hamburg,Vancouver,2022-07-19,2022-08-16,2022-08-16,28,0,None,Yes,5,2826.46,14132.3,405195.84,FOB,Delivered
SHP000310,SUP0002,CMA CGM,Hamburg,Los Angeles,2024-04-18,2024-05-08,2024-05-08,20,0,None,Yes,4,1246.76,4987.04,859584.65,CIF,Delivered
SHP000311,SUP0015,Evergreen,Hong Kong,Vancouver,2024-04-28,2024-05-14,2024-05-14,16,0,None,Yes,8,2492.34,19938.72,609850.36,CFR,Delivered
SHP000312,SUP0005,ZIM,Shanghai,Toronto,2024-06-05,2024-07-19,2024-07-19,44,0,None,Yes,3,3359.73,10079.19,214967.76,CIF,Delivered
SHP000313,SUP0004,Yang Ming,Hong Kong,Miami,2024-05-07,2024-06-05,2024-06-05,29,0,None,Yes,6,4390.82,26344.92,480203.42,CIF,Delivered
SHP000314,SUP0005,Yang Ming,Singapore,Houston,2023-03-22,2023-04-17,2023-04-17,26,0,None,Yes,5,3340.46,16702.3,925132.18,CIF,Delivered
SHP000315,SUP0006,COSCO,Hong Kong,Vancouver,2023-12-23,2024-02-05,2024-02-05,44,0,None,Yes,7,3294.7,23062.9,899172.7,CFR,Delivered
SHP000316,SUP0010,Yang Ming,Shanghai,Vancouver,2022-02-21,2022-03-31,2022-03-31,38,0,None,Yes,1,1539.64,1539.64,762675.77,CIF,Delivered
SHP000317,SUP0010,Hapag-Lloyd,Ningbo,Toronto,2023-08-28,2023-09-24,2023-09-24,27,0,None,Yes,8,1179.18,9433.44,874633.6,CFR,Delivered
SHP000318,SUP0008,COSCO,Rotterdam,New York,2024-11-12,2024-12-14,2024-12-16,32,2,Equipment Shortage,No,7,4339.8,30378.6,977031.59,EXW,Delivered
SHP000319,SUP0018,Maersk,Shanghai,Chicago,2023-02-20,2023-04-03,2023-04-11,42,8,Bad Weather,No,10,2822.48,28224.8,623217.63,CIF,Delivered
SHP000320,SUP0010,ZIM,Ningbo,Vancouver,2023-01-18,2023-02-12,2023-02-12,25,0,None,Yes,1,2385.48,2385.48,578768.69,CIF,Delivered
